code,title,description,job_zone,education_level,contact_with_others,physical_proximity,violence_exposure,public_facing,schedule_irregularity,isolated_workplace,high_surveillance,median_wage_annual,wage_pct10_annual,wage_pct90_annual,median_wage_hourly,total_employment,skills,training_required
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare","Plan, direct, or coordinate academic or nonacademic activities of preschools or childcare centers and programs, including before- and after-school care.",4.0,5.0,4.98,4.01,1.65,3.77,1.02,False,False,59300.0,38580.0,98240.0,28.51,73660.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.a', 'name': 'Social Perceptiveness'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.1.e', 'name': 'Instructing'}, {'id': '2.B.1.f', 'name': 'Service Orientation'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}]",
11-9032.00,"Education Administrators, Kindergarten through Secondary","Plan, direct, or coordinate the academic, administrative, or auxiliary activities of kindergarten, elementary, or secondary schools.",5.0,8.0,4.87,3.9,2.18,4.14,1.01,False,False,105870.0,76280.0,167770.0,50.9,328330.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.c', 'name': 'Learning Strategies'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.a', 'name': 'Social Perceptiveness'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.4.h', 'name': 'Systems Evaluation'}, {'id': '2.B.5.d', 'name': 'Management of Personnel Resources'}]",
11-9033.00,"Education Administrators, Postsecondary","Plan, direct, or coordinate student instruction, administration, and services, as well as other research and educational activities, at postsecondary institutions, including universities, colleges, and junior and community colleges.",5.0,8.0,4.51,2.53,1.28,3.64,1.14,False,False,104590.0,64560.0,215620.0,50.28,180470.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.a', 'name': 'Social Perceptiveness'}, {'id': '2.B.1.e', 'name': 'Instructing'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.5.a', 'name': 'Time Management'}]",
11-9039.00,"Education Administrators, All Other",All education administrators not listed separately.,,,,,,,,,False,95200.0,51910.0,161010.0,45.77,55130.0,,
11-9041.00,Architectural and Engineering Managers,"Plan, direct, or coordinate activities in such fields as architecture and engineering or research and development in these fields.",5.0,6.0,4.54,3.05,1.13,4.21,1.07,False,False,171270.0,120810.0,262760.0,82.34,220260.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.1.e', 'name': 'Mathematics'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.5.a', 'name': 'Time Management'}]",
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,"Define, plan, or execute biofuels/biodiesel research programs that evaluate alternative feedstock and process technologies with near-term commercial potential.",4.0,6.0,4.08,2.84,1.32,2.69,1.3,False,False,171270.0,120810.0,262760.0,82.34,220260.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.4.g', 'name': 'Systems Analysis'}, {'id': '2.B.4.h', 'name': 'Systems Evaluation'}]",
11-9051.00,Food Service Managers,"Plan, direct, or coordinate activities of an organization or department that serves food and beverages.",2.0,2.0,4.84,4.24,1.71,4.51,1.22,False,False,69390.0,45960.0,107640.0,33.36,238430.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.a', 'name': 'Social Perceptiveness'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.1.f', 'name': 'Service Orientation'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.5.a', 'name': 'Time Management'}, {'id': '2.B.5.d', 'name': 'Management of Personnel Resources'}]",
11-9071.00,Gambling Managers,"Plan, direct, or coordinate gambling operations in a casino. May formulate house rules.",2.0,2.0,4.78,3.8,1.9,4.67,1.15,False,False,93220.0,55960.0,164350.0,44.82,5030.0,"[{'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.a', 'name': 'Social Perceptiveness'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.1.f', 'name': 'Service Orientation'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.5.a', 'name': 'Time Management'}, {'id': '2.B.5.d', 'name': 'Management of Personnel Resources'}]",
11-9072.00,"Entertainment and Recreation Managers, Except Gambling","Plan, direct, or coordinate entertainment and recreational activities and operations of a recreational facility, including cruise ships and parks.",4.0,6.0,4.57,2.92,1.66,4.81,1.17,False,False,79520.0,46270.0,139110.0,38.23,37980.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.a', 'name': 'Social Perceptiveness'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.1.e', 'name': 'Instructing'}, {'id': '2.B.1.f', 'name': 'Service Orientation'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.5.a', 'name': 'Time Management'}]",
11-9081.00,Lodging Managers,"Plan, direct, or coordinate activities of an organization or department that provides lodging and other accommodations.",4.0,6.0,4.89,2.97,1.6,4.49,1.19,False,False,69250.0,40070.0,128880.0,33.29,42620.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.a', 'name': 'Social Perceptiveness'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.1.c', 'name': 'Persuasion'}, {'id': '2.B.1.d', 'name': 'Negotiation'}, {'id': '2.B.1.f', 'name': 'Service Orientation'}, {'id': '2.B.5.d', 'name': 'Management of Personnel Resources'}]",
11-9111.00,Medical and Health Services Managers,"Plan, direct, or coordinate medical and health services in hospitals, clinics, managed care organizations, public health agencies, or similar organizations.",4.0,6.0,4.82,3.0,2.11,4.07,1.14,False,False,123860.0,73390.0,224340.0,59.55,597080.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.a', 'name': 'Social Perceptiveness'}, {'id': '2.B.1.d', 'name': 'Negotiation'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.5.a', 'name': 'Time Management'}, {'id': '2.B.5.d', 'name': 'Management of Personnel Resources'}]",
11-9121.00,Natural Sciences Managers,"Plan, direct, or coordinate activities in such fields as life sciences, physical sciences, mathematics, statistics, and research and development in these fields.",5.0,6.0,4.05,2.55,1.23,3.54,1.1,False,False,167220.0,79710.0,316850.0,80.39,108690.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.1.f', 'name': 'Science'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.A.2.c', 'name': 'Learning Strategies'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.5.d', 'name': 'Management of Personnel Resources'}]",
11-9121.01,Clinical Research Coordinators,"Plan, direct, or coordinate clinical research projects. Direct the activities of workers engaged in clinical research projects to ensure compliance with protocols and overall clinical objectives. May evaluate and analyze clinical data.",4.0,6.0,4.63,3.36,1.09,3.36,1.03,False,False,167220.0,79710.0,316850.0,80.39,108690.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.a', 'name': 'Social Perceptiveness'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.5.a', 'name': 'Time Management'}, {'id': '2.B.5.d', 'name': 'Management of Personnel Resources'}]",
11-9121.02,Water Resource Specialists,"Design or implement programs and strategies related to water resource issues such as supply, quality, and regulatory compliance issues.",4.0,6.0,4.05,2.62,1.32,3.59,1.14,False,False,167220.0,79710.0,316850.0,80.39,108690.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.1.e', 'name': 'Mathematics'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.4.g', 'name': 'Systems Analysis'}, {'id': '2.B.4.h', 'name': 'Systems Evaluation'}, {'id': '2.B.5.a', 'name': 'Time Management'}]",
11-9131.00,Postmasters and Mail Superintendents,"Plan, direct, or coordinate operational, administrative, management, and support services of a U.S. post office; or coordinate activities of workers engaged in postal and related work in assigned post office.",2.0,2.0,4.96,3.23,2.04,4.54,1.14,False,False,96660.0,85090.0,111740.0,46.47,13810.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.c', 'name': 'Learning Strategies'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.a', 'name': 'Social Perceptiveness'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.1.d', 'name': 'Negotiation'}, {'id': '2.B.1.f', 'name': 'Service Orientation'}, {'id': '2.B.5.a', 'name': 'Time Management'}, {'id': '2.B.5.d', 'name': 'Management of Personnel Resources'}]",
11-9141.00,"Property, Real Estate, and Community Association Managers","Plan, direct, or coordinate the selling, buying, leasing, or governance activities of commercial, industrial, or residential real estate properties. Includes managers of homeowner and condominium associations, rented or leased housing units, buildings, or land (including rights-of-way).",4.0,6.0,4.7,2.75,1.9,4.1,1.4,False,False,69990.0,41010.0,139680.0,33.65,311180.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.a', 'name': 'Social Perceptiveness'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.1.c', 'name': 'Persuasion'}, {'id': '2.B.1.d', 'name': 'Negotiation'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.5.d', 'name': 'Management of Personnel Resources'}]",
11-9151.00,Social and Community Service Managers,"Plan, direct, or coordinate the activities of a social service program or community outreach organization. Oversee the program or organization's budget and policies regarding participant involvement, program requirements, and benefits. Work may involve directing social workers, counselors, or probation officers.",4.0,6.0,4.67,2.66,2.11,4.11,1.2,False,False,80390.0,53150.0,132260.0,38.65,209330.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.a', 'name': 'Social Perceptiveness'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.1.f', 'name': 'Service Orientation'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.5.a', 'name': 'Time Management'}, {'id': '2.B.5.d', 'name': 'Management of Personnel Resources'}]",
11-9161.00,Emergency Management Directors,"Plan and direct disaster response or crisis management activities, provide disaster preparedness training, and prepare emergency plans and procedures for natural (e.g., hurricanes, floods, earthquakes), wartime, or technological (e.g., nuclear power plant emergencies or hazardous materials spills) disasters or hostage situations.",4.0,6.0,4.41,2.95,1.77,4.14,1.59,False,False,93330.0,54210.0,166430.0,44.87,13500.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.c', 'name': 'Learning Strategies'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.a', 'name': 'Social Perceptiveness'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.1.f', 'name': 'Service Orientation'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}]",
11-9171.00,Funeral Home Managers,"Plan, direct, or coordinate the services or resources of funeral homes. Includes activities such as determining prices for services or merchandise and managing the facilities of funeral homes.",3.0,5.0,4.85,4.44,2.1,4.72,1.45,False,False,78790.0,49700.0,156400.0,37.88,13910.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.a', 'name': 'Social Perceptiveness'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.1.f', 'name': 'Service Orientation'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.5.a', 'name': 'Time Management'}, {'id': '2.B.5.d', 'name': 'Management of Personnel Resources'}]",
11-9179.00,"Personal Service Managers, All Other",All personal service managers not listed separately.,,,,,,,,,False,69770.0,44910.0,118710.0,33.54,10450.0,,
11-9179.01,Fitness and Wellness Coordinators,"Manage or coordinate fitness and wellness programs and services. Manage and train staff of wellness specialists, health educators, or fitness instructors.",4.0,8.0,4.6,3.44,1.5,3.85,1.5,False,False,69770.0,44910.0,118710.0,33.54,10450.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.A.2.c', 'name': 'Learning Strategies'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.a', 'name': 'Social Perceptiveness'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.1.f', 'name': 'Service Orientation'}, {'id': '2.B.5.d', 'name': 'Management of Personnel Resources'}]",
11-9179.02,Spa Managers,"Plan, direct, or coordinate activities of a spa facility. Coordinate programs, schedule and direct staff, and oversee financial activities.",3.0,3.0,5.0,4.29,1.15,4.62,1.04,False,False,69770.0,44910.0,118710.0,33.54,10450.0,"[{'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.a', 'name': 'Social Perceptiveness'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.1.c', 'name': 'Persuasion'}, {'id': '2.B.1.e', 'name': 'Instructing'}, {'id': '2.B.1.f', 'name': 'Service Orientation'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.5.a', 'name': 'Time Management'}, {'id': '2.B.5.d', 'name': 'Management of Personnel Resources'}]",
11-9199.00,"Managers, All Other",All managers not listed separately.,,,,,,,,,False,141900.0,74300.0,238270.0,68.22,622190.0,,
11-9199.01,Regulatory Affairs Managers,"Plan, direct, or coordinate production activities of an organization to ensure compliance with regulations and standard operating procedures.",4.0,6.0,4.17,2.7,1.13,2.3,1.13,False,False,141900.0,74300.0,238270.0,68.22,622190.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.4.g', 'name': 'Systems Analysis'}, {'id': '2.B.4.h', 'name': 'Systems Evaluation'}, {'id': '2.B.5.a', 'name': 'Time Management'}]",
